,Unnamed: 0,book_name,author,rating_value,rating_num,price_buy_new,price_rent,category,details,rank,tag,tag_in,part_in
236,236,Distributed Systems,Maarten van Steen,Na,Na,$40.00,Na,Computer Science,"Publisher : Maarten van Steen (January 8, 2023)
Language : English
Paperback : 683 pages
ISBN-10 : 9081540637
ISBN-13 : 978-9081540636
Item Weight : 2.55 pounds
Dimensions : 7.5 x 1.54 x 9.25 inches",Na,Na,Na,Na
237,237,Residential Design Using Autodesk Revit 2023,Daniel John Stine,3.6 out of 5,5 ratings,$88.00,Na,Architecture,"Publisher : SDC Publications; 1st edition (August 12, 2022)
Language : English
Paperback : 690 pages
ISBN-10 : 1630575070
ISBN-13 : 978-1630575076
Item Weight : 3.48 pounds
Dimensions : 11.1 x 1.57 x 8.58 inches",,Na,Na,Na
238,238,Phylogenetic Comparative Methods in R,Liam J. Revell,4.8 out of 5,9 ratings,$50.00,Na,Mathematics,"Publisher : Princeton University Press (September 6, 2022)
Language : English
Paperback : 440 pages
ISBN-10 : 0691219036
ISBN-13 : 978-0691219035
Item Weight : 1.95 pounds
Dimensions : 8 x 1 x 10 inches",,Na,Na,Na
239,239,Interior Design Using Autodesk Revit 2023: Introduction to Building Information Modeling for Interior Designers,Daniel John Stine,Na,Na,$90.00,Na,Architecture,"Publisher : SDC Publications; 1st edition (September 17, 2022)
Language : English
Paperback : 850 pages
ISBN-10 : 1630575135
ISBN-13 : 978-1630575137
Item Weight : 4.19 pounds
Dimensions : 8.58 x 1.81 x 11.1 inches",Na,Na,Na,Na
240,240,"Microsoft Power BI Quick Start Guide: Bring your data to life through data modeling, visualization, digital storytelling, and more, 2nd Edition",Devin Knight,4.3 out of 5,163 ratings,$51.53,Na,Programming,"Publisher : Packt Publishing; 2nd ed. edition (October 30, 2020)
Language : English
Paperback : 296 pages
ISBN-10 : 1800561571
ISBN-13 : 978-1800561571
Item Weight : 1.13 pounds
Dimensions : 7.5 x 0.67 x 9.25 inches",Na,Na,Na,Na
241,241,Distributed Systems,Maarten van Steen,4.5 out of 5,103 ratings,$35.00,Na,Computer Science,"Publisher : CreateSpace Independent Publishing Platform; 3rd edition (February 1, 2017)
Language : English
Paperback : 596 pages
ISBN-10 : 1543057381
ISBN-13 : 978-1543057386
Item Weight : 2.29 pounds
Dimensions : 7.5 x 1.35 x 9.25 inches",,Na,Na,Na
242,242,Programming in C (Developer's Library),Stephen Kochan,4.2 out of 5,240 ratings,$42.99,Na,Programming,"Publisher : Addison-Wesley Professional; 4th edition (August 18, 2014)
Language : English
Paperback : 544 pages
ISBN-10 : 0321776410
ISBN-13 : 978-0321776419
Item Weight : 1.94 pounds
Dimensions : 7.05 x 1.5 x 9 inches",,Na,Na,Part of: Developer's Library (71 books)
243,243,Algorithms for Decision Making,Mykel J. Kochenderfer,5 out of 5,4 ratings,$95.00,Na,Computer Science,"Publisher : The MIT Press (August 16, 2022)
Language : English
Hardcover : 700 pages
ISBN-10 : 0262047012
ISBN-13 : 978-0262047012
Item Weight : 3 pounds
Dimensions : 8.25 x 1.49 x 9.25 inches",,Na,Na,Na
244,244,Accelerated C++: Practical Programming by Example,Mike Hendrickson,4.2 out of 5,303 ratings,$49.99,Na,Programming Languages,"Publisher : Addison-Wesley Professional; 1st edition (August 14, 2000)
Language : English
Paperback : 352 pages
ISBN-10 : 020170353X
ISBN-13 : 978-0201703535
Item Weight : 1.39 pounds
Dimensions : 7.4 x 1 x 9.15 inches",,Na,Na,Part of: C++ In-Depth (8 books)
245,245,"CRISC Certified in Risk and Information Systems Control All-in-One Exam Guide, Second Edition",Peter Gregory,4.2 out of 5,28 ratings,$44.70,Na,Hardware & DIY,"Publisher : McGraw Hill; 2nd edition (April 28, 2022)
Language : English
Hardcover : 272 pages
ISBN-10 : 1260473333
ISBN-13 : 978-1260473339
Item Weight : 1.44 pounds
Dimensions : 7.5 x 0.75 x 9.5 inches",Na,Na,Na,Part of: All-in-One (17 books)
246,246,CompTIA Project+ Study Guide: Exam PK0-005,Kim Heldman,3.7 out of 5,3 ratings,$35.70,Na,Management & Leadership,"Publisher : Sybex; 3rd edition (October 4, 2022)
Language : English
Paperback : 480 pages
ISBN-10 : 1119892457
ISBN-13 : 978-1119892458
Item Weight : 1.5 pounds
Dimensions : 7.4 x 1.1 x 9.3 inches",Na,Na,Na,Na
247,247,CIPM Certified Information Privacy Manager All-in-One Exam Guide,Peter Gregory,4.5 out of 5,52 ratings,$60.00,Na,Certification,"Publisher : McGraw Hill; 1st edition (June 7, 2021)
Language : English
Paperback : 384 pages
ISBN-10 : 1260474097
ISBN-13 : 978-1260474091
Item Weight : 1.35 pounds
Dimensions : 7.4 x 0.8 x 9 inches",Na,Na,Na,Part of: All-in-One (17 books)
248,248,"Blender 3D Incredible Models: A comprehensive guide to hard-surface modeling, procedural texturing, and rendering",Arijan Belec,4.2 out of 5,11 ratings,$34.99,Na,Computer Science,"Publisher : Packt Publishing (August 19, 2022)
Language : English
Paperback : 386 pages
ISBN-10 : 1801817812
ISBN-13 : 978-1801817813
Item Weight : 1.46 pounds
Dimensions : 7.5 x 0.91 x 9.25 inches",Na,Na,Na,Na
249,249,Blueprints for Text Analytics Using Python: Machine Learning-Based Solutions for Common Real World (NLP) Applications,Jens Albrecht,4.8 out of 5,36 ratings,$48.99,Na,Computer Science,"Publisher : O'Reilly Media; 1st edition (December 29, 2020)
Language : English
Paperback : 424 pages
ISBN-10 : 149207408X
ISBN-13 : 978-1492074083
Item Weight : 1.5 pounds
Dimensions : 7 x 0.75 x 9.25 inches",Na,Na,Na,Na
250,250,"Mike Meyers' CompTIA Security+ Certification Passport, Sixth Edition (Exam SY0-601) (Mike Meyers' Certification Passport)",Dawn Dunkerley,4.6 out of 5,111 ratings,$35.00,Na,Certification,"Publisher : McGraw Hill; 6th edition (January 4, 2021)
Language : English
Paperback : 496 pages
ISBN-10 : 1260467953
ISBN-13 : 978-1260467956
Item Weight : 1.55 pounds
Dimensions : 7.2 x 1 x 9.1 inches",Na,Na,Na,Part of: Mike Meyers' Certification Passport (10 books)
251,251,"Computer Basics Absolute Beginner's Guide, Windows 10 Edition",Michael Miller,4.3 out of 5,156 ratings,$24.99,Na,Operating Systems,"Publisher : Que Publishing; 9th edition (November 22, 2019)
Language : English
Paperback : 352 pages
ISBN-10 : 0136498817
ISBN-13 : 978-0136498810
Item Weight : 1.15 pounds
Dimensions : 7 x 0.9 x 9.1 inches",Na,Na,Na,Part of: Absolute Beginner's Guide (34 books)
252,252,Upgrading and Repairing PCs,Scott Mueller,4.7 out of 5,462 ratings,$59.95,Na,Hardware & DIY,"ASIN : 0789756102
Publisher : Que Publishing; 22nd edition (July 7, 2015)
Language : English
Hardcover : 1184 pages
ISBN-10 : 9780789756107
ISBN-13 : 978-0789756107
Item Weight : 4.14 pounds
Dimensions : 7.3 x 2.5 x 9.2 inches",,Na,Na,Part of: Upgrading and Repairing (3 books)
253,253,Unreal Engine C++ the Ultimate Developer's Handbook: Learn C++ and Unreal Engine by Creating a Complete Action Game,Stephen Seth Ulibarri,4.4 out of 5,151 ratings,$24.99,Na,Programming Languages,"ASIN : B089M2H7J1
Publisher : Independently published (June 7, 2020)
Language : English
Paperback : 534 pages
ISBN-13 : 979-8648492516
Item Weight : 2.01 pounds
Dimensions : 7.5 x 1.21 x 9.25 inches",,Na,Na,Na
254,254,"Programming C# 10: Build Cloud, Web, and Desktop Applications",Ian Griffiths,5 out of 5,8 ratings,$47.99,Na,Programming,"Publisher : O'Reilly Media; 1st edition (September 13, 2022)
Language : English
Paperback : 833 pages
ISBN-10 : 1098117816
ISBN-13 : 978-1098117818
Item Weight : 3 pounds
Dimensions : 7.25 x 1 x 9.25 inches",Na,Na,Na,Na
255,255,101 Labs - Cisco CCNA: Hands-on Practical Labs for the 200-301 - Implementing and Administering Cisco Solutions Exam,Paul W Browning,4.6 out of 5,124 ratings,$29.99,Na,Certification,"Publisher : Reality Press Ltd.; 4th Version 4 ed. edition (July 2, 2020)
Language : English
Paperback : 580 pages
ISBN-10 : 0992823951
ISBN-13 : 978-0992823955
Item Weight : 2.19 pounds
Dimensions : 7 x 1.31 x 10 inches",Na,Na,Na,Book 6 of 14: 101 Labs
256,256,AWS Certified Machine Learning Study Guide: Specialty (MLS-C01) Exam,Shreyas Subramanian,4.9 out of 5,28 ratings,$60.00,Na,Computer Science,"Publisher : Sybex; 1st edition (December 29, 2021)
Language : English
Paperback : 352 pages
ISBN-10 : 1119821002
ISBN-13 : 978-1119821007
Item Weight : 1.25 pounds
Dimensions : 7.3 x 0.8 x 9.1 inches",,Na,Na,Na
257,257,Zero Trust Security: An Enterprise Guide,Jason Garbis,4.7 out of 5,81 ratings,$39.99,Na,Networking & Cloud Computing,"Publisher : Apress; 1st ed. edition (February 27, 2021)
Language : English
Paperback : 324 pages
ISBN-10 : 148426701X
ISBN-13 : 978-1484267011
Item Weight : 1.25 pounds
Dimensions : 7.01 x 0.73 x 10 inches",Na,Na,Na,Na
258,258,"Spring in Action, Sixth Edition",Craig Walls,4.2 out of 5,45 ratings,$49.49,Na,Programming,"Publisher : Manning; 6th edition (March 1, 2022)
Language : English
Paperback : 520 pages
ISBN-10 : 1617297577
ISBN-13 : 978-1617297571
Item Weight : 2.2 pounds
Dimensions : 7.38 x 1.1 x 9.25 inches",,Na,Na,Na
259,259,"Patterns, Predictions, and Actions: Foundations of Machine Learning",Moritz Hardt,4.5 out of 5,8 ratings,$52.99,Na,Mathematics,"Publisher : Princeton University Press (October 18, 2022)
Language : English
Hardcover : 320 pages
ISBN-10 : 069123373X
ISBN-13 : 978-0691233734
Item Weight : 1.59 pounds
Dimensions : 7 x 1 x 10 inches",Na,Na,Na,Na
260,260,Murach's Python for Data Analysis (Training & Reference),Scott Mccoy,4.4 out of 5,28 ratings,$59.50,Na,Databases & Big Data,"Publisher : Mike Murach & Associates Inc (August 30, 2021)
Language : English
Paperback : 559 pages
ISBN-10 : 1943872767
ISBN-13 : 978-1943872763
Item Weight : 2.8 pounds
Dimensions : 7.75 x 1.5 x 9.75 inches",Na,Na,Na,Na
261,261,Numerical Recipes 3rd Edition: The Art of Scientific Computing,William H. Press,4.4 out of 5,143 ratings,$82.64,$43.35,Software,"Publisher : Cambridge University Press; 3rd edition (September 10, 2007)
Language : English
Hardcover : 1256 pages
ISBN-10 : 0521880688
ISBN-13 : 978-0521880688
Item Weight : 4.54 pounds
Dimensions : 7.25 x 1.75 x 10 inches",,Na,Na,Na
262,262,Microservices Design Patterns in .NET: Making sense of microservices design and architecture using .NET Core,Trevoir Williams,4.7 out of 5,8 ratings,$39.99,Na,Programming,"Publisher : Packt Publishing (January 13, 2023)
Language : English
Paperback : 300 pages
ISBN-10 : 1804610305
ISBN-13 : 978-1804610305
Item Weight : 1.15 pounds
Dimensions : 7.5 x 0.68 x 9.25 inches",Na,Na,Na,Na
263,263,"Violent Python: A Cookbook for Hackers, Forensic Analysts, Penetration Testers and Security Engineers",TJ O'Connor,4.5 out of 5,383 ratings,$49.95,Na,Networking & Cloud Computing,"ASIN : 1597499579
Publisher : Syngress; 1st edition (November 22, 2012)
Language : English
Paperback : 288 pages
ISBN-10 : 9781597499576
ISBN-13 : 978-1597499576
Item Weight : 1.03 pounds
Dimensions : 7.52 x 0.61 x 9.25 inches",,Na,Na,Na
264,264,Understanding Operating Systems,Ann McHoes,4.5 out of 5,97 ratings,Na,Na,Programming,"Publisher : Cengage Learning; 8th edition (March 15, 2017)
Language : English
Paperback : 592 pages
ISBN-10 : 1305674251
ISBN-13 : 978-1305674257
Item Weight : 2 pounds
Dimensions : 7.5 x 1 x 9 inches",Na,Na,Na,Na
265,265,"Threat Assessment and Management Strategies: Identifying the Howlers and Hunters, Second Edition",Stephen W. Weston J.D.,4.6 out of 5,33 ratings,$73.43,$43.58,Criminal Law,"Publisher : Routledge; 2nd edition (February 25, 2016)
Language : English
Paperback : 259 pages
ISBN-10 : 1498721842
ISBN-13 : 978-1498721844
Item Weight : 1.76 pounds
Dimensions : 7 x 0.64 x 10 inches",,Na,Na,Na
266,266,"Python for Geospatial Data Analysis: Theory, Tools, and Practice for Location Intelligence",Bonny McClain,3.5 out of 5,10 ratings,$54.99,Na,Databases & Big Data,"Publisher : O'Reilly Media; 1st edition (November 29, 2022)
Language : English
Paperback : 279 pages
ISBN-10 : 109810479X
ISBN-13 : 978-1098104795
Item Weight : 1.34 pounds
Dimensions : 6.75 x 1 x 9 inches",Na,Na,Na,Na
267,267,The AVR Microcontroller and Embedded Systems Using Assembly and C: Using Arduino Uno and Atmel Studio,Sepehr Naimi,4.6 out of 5,138 ratings,$25.00,Na,Hardware & DIY,"Publisher : MicroDigitalEd; 1st edition (November 13, 2017)
Language : English
Paperback : 630 pages
ISBN-10 : 0997925965
ISBN-13 : 978-0997925968
Item Weight : 3.18 pounds
Dimensions : 8.5 x 1.42 x 11 inches",Na,Na,Na,Na
268,268,Cloud Native Go: Building Reliable Services in Unreliable Environments,Matthew Titmus,4.5 out of 5,89 ratings,$38.49,Na,Networking & Cloud Computing,"Publisher : O'Reilly Media; 1st edition (May 25, 2021)
Language : English
Paperback : 433 pages
ISBN-10 : 1492076333
ISBN-13 : 978-1492076339
Item Weight : 1.52 pounds
Dimensions : 7 x 0.89 x 9.19 inches",,Na,Na,Na
269,269,Quantum Computing Since Democritus,Scott Aaronson,4.4 out of 5,198 ratings,$51.99,Na,Physics,"ASIN : 0521199565
Publisher : Cambridge University Press; 1st edition (April 29, 2013)
Language : English
Paperback : 398 pages
ISBN-10 : 9780521199568
ISBN-13 : 978-0521199568
Item Weight : 1.21 pounds
Dimensions : 5.98 x 1.01 x 8.98 inches",,Na,Na,Na
270,270,Computer Programming for Beginners: Fundamentals of Programming Terms and Concepts,Nathan Clark,4.4 out of 5,396 ratings,$19.99,Na,Programming,"Publisher : CreateSpace Independent Publishing Platform (May 21, 2018)
Language : English
Paperback : 201 pages
ISBN-10 : 1719439559
ISBN-13 : 978-1719439558
Item Weight : 9.8 ounces
Dimensions : 6 x 0.46 x 9 inches",,Na,Na,Na
271,271,"IT Auditing Using Controls to Protect Information Assets, Third Edition",Mike Kegerreis,4.6 out of 5,113 ratings,$44.91,Na,Networking & Cloud Computing,"Publisher : McGraw Hill; 3rd edition (September 30, 2019)
Language : English
Paperback : 576 pages
ISBN-10 : 1260453227
ISBN-13 : 978-1260453225
Item Weight : 2.17 pounds
Dimensions : 7.6 x 1.08 x 9.1 inches",Na,Na,Na,Na
272,272,NetSuite For Dummies,Julie Kelly,3.8 out of 5,129 ratings,$29.54,Na,Software,"ASIN : 0470191074
Publisher : For Dummies; 1st edition (November 9, 2010)
Language : English
Paperback : 480 pages
ISBN-10 : 9780470191071
ISBN-13 : 978-0470191071
Item Weight : 1.53 pounds
Dimensions : 7.4 x 1 x 9 inches",,Na,Na,Na
273,273,MATLAB: A Practical Introduction to Programming and Problem Solving,Stormy Attaway Ph.D.,4.2 out of 5,12 ratings,$66.95,$15.85,Software,"Publisher : Butterworth-Heinemann; 6th edition (September 20, 2022)
Language : English
Paperback : 592 pages
ISBN-10 : 032391750X
ISBN-13 : 978-0323917506
Item Weight : 1.9 pounds
Dimensions : 7.52 x 1.39 x 9.25 inches",,Na,Na,Na
274,274,Swift Programming: The Big Nerd Ranch Guide (Big Nerd Ranch Guides),Matthew Mathias,4.6 out of 5,92 ratings,$44.99,Na,Programming,"Publisher : Big Nerd Ranch Guides; 3rd edition (October 16, 2020)
Language : English
Paperback : 480 pages
ISBN-10 : 0135264200
ISBN-13 : 978-0135264201
Item Weight : 2.26 pounds
Dimensions : 7 x 1.3 x 9.9 inches",,Na,Na,Part of: Big Nerd Ranch Guides (11 books)
275,275,Code That Fits in Your Head : Heuristics for Software Engineering (Robert C. Martin Series),Mark Seemann,4.5 out of 5,106 ratings,$31.99,Na,Programming,"Publisher : Addison-Wesley Professional; 1st edition (November 15, 2021)
Language : English
Paperback : 406 pages
ISBN-10 : 0137464401
ISBN-13 : 978-0137464401
Item Weight : 1.5 pounds
Dimensions : 7 x 0.92 x 9.13 inches",Na,Na,Na,Part of: Robert C. Martin (14 books)
276,276,Bernard Lonergan's Insight: A Comprehensive Commentary,Terry J. Tekippe,Na,Na,$119.55,Na,Humanities,"Publisher : UPA; 0 edition (June 28, 2003)
Language : English
Hardcover : 464 pages
ISBN-10 : 0761825940
ISBN-13 : 978-0761825944
Item Weight : 1.51 pounds
Dimensions : 5.86 x 1.57 x 8.74 inches",,Na,Na,Na
277,277,"Programming Logic & Design, Comprehensive 9",Joyce Farrell,4.5 out of 5,152 ratings,Na,Na,Arts & Photography,"ASIN : B0BDXW61JM
Publication date : September 10, 2022
Language : English
File size : 2034 KB
Simultaneous device usage : Unlimited
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 745 pages",Na,Na,Na,Na
278,278,Linux All-In-One For Dummies (For Dummies (Computer/Tech)),Richard Blum,5 out of 5,1 rating,$33.49,Na,Operating Systems,"Publisher : For Dummies; 7th edition (November 16, 2022)
Language : English
Paperback : 576 pages
ISBN-10 : 1119901928
ISBN-13 : 978-1119901921
Item Weight : 1.65 pounds
Dimensions : 7.4 x 1.3 x 9.2 inches",Na,Na,Na,Na
279,279,"Python Testing with pytest: Simple, Rapid, Effective, and Scalable",Brian Okken,4.4 out of 5,47 ratings,$36.99,Na,Programming,"Publisher : Pragmatic Bookshelf; 2nd edition (March 29, 2022)
Language : English
Paperback : 274 pages
ISBN-10 : 1680508601
ISBN-13 : 978-1680508604
Item Weight : 1.05 pounds
Dimensions : 7.5 x 0.58 x 9.25 inches",Na,Na,Na,Na
280,280,Web Scalability for Startup Engineers,Artur Ejsmont,4.7 out of 5,189 ratings,$44.41,Na,Hardware & DIY,"Publisher : McGraw Hill; 1st edition (June 23, 2015)
Language : English
Paperback : 416 pages
ISBN-10 : 0071843655
ISBN-13 : 978-0071843652
Item Weight : 1.58 pounds
Dimensions : 7.3 x 0.8 x 9.1 inches",Na,Na,Na,Part of: PROGRAMMING & WEB DEV - OMG (22 books)
281,281,"The Data Warehouse ETL Toolkit: Practical Techniques for Extracting, Cleaning, Conforming, and Delivering Data",Ralph Kimball,4.5 out of 5,162 ratings,$45.00,Na,Databases & Big Data,"ASIN : 0764567578
Publisher : Wiley; 1st edition (October 1, 2004)
Language : English
Paperback : 528 pages
ISBN-10 : 8126505540
ISBN-13 : 978-0764567575
Item Weight : 2 pounds
Dimensions : 7.3 x 1.2 x 9.2 inches",,Na,Na,Part of: The Data Warehouse Toolkit (3 books)
282,282,Computer Security Fundamentals (Pearson IT Cybersecurity Curriculum),William (Chuck) Easttom II,4.6 out of 5,90 ratings,$64.00,$28.61,Networking & Cloud Computing,"Publisher : Pearson IT Certification; 4th edition (October 22, 2019)
Language : English
Paperback : 512 pages
ISBN-10 : 0135774772
ISBN-13 : 978-0135774779
Item Weight : 1.85 pounds
Dimensions : 7 x 1.16 x 9.13 inches",,Na,Na,Part of: Pearson IT Cybersecurity Curriculum (ITCC) (13 books)
283,283,Python Data Cleaning Cookbook: Modern techniques and Python tools to detect and remove dirty data and extract key insights,Michael Walker,4.6 out of 5,71 ratings,$37.21,Na,Databases & Big Data,"Publisher : Packt Publishing (December 11, 2020)
Language : English
Paperback : 436 pages
ISBN-10 : 1800565666
ISBN-13 : 978-1800565661
Item Weight : 1.64 pounds
Dimensions : 7.5 x 0.99 x 9.25 inches",Na,Na,Na,Na
284,284,Multimedia Learning,Richard E. Mayer,4.8 out of 5,85 ratings,$39.99,Na,Psychology,"Publisher : Cambridge University Press; 3rd edition (August 13, 2020)
Language : English
Paperback : 450 pages
ISBN-10 : 1316638081
ISBN-13 : 978-1316638088
Item Weight : 2.18 pounds
Dimensions : 7.5 x 1 x 9.5 inches",,Na,Na,Na
285,285,El lenguaje de programación Python de principio a fin (Spanish Edition),Angel Pablo Hinojosa Gutiérrez,4.7 out of 5,42 ratings,$20.58,Na,Programming Languages,"ASIN : B0B5Q283BL
Publisher : Independently published (July 13, 2022)
Language : Spanish
Paperback : 744 pages
ISBN-13 : 979-8840562086
Item Weight : 3.19 pounds
Dimensions : 6.89 x 1.68 x 9.37 inches",Na,Na,Na,Na
286,286,Residential Design Using AutoCAD 2023,Daniel John Stine,5 out of 5,2 ratings,$84.00,Na,Graphics & Design,"Publisher : SDC Publications; 1st edition (June 20, 2022)
Language : English
Paperback : 432 pages
ISBN-10 : 1630575119
ISBN-13 : 978-1630575113
Item Weight : 2.2 pounds
Dimensions : 11.1 x 1.06 x 8.54 inches",,Na,Na,Na
287,287,Data Management at Scale: Best Practices for Enterprise Architecture,Piethein Strengholt,4.4 out of 5,103 ratings,$44.49,Na,Networking & Cloud Computing,"Publisher : O'Reilly Media; 1st edition (August 18, 2020)
Language : English
Paperback : 348 pages
ISBN-10 : 149205478X
ISBN-13 : 978-1492054788
Item Weight : 1.22 pounds
Dimensions : 7 x 0.72 x 9.19 inches",Na,Na,Na,Na
288,288,On-chip High-Voltage Generator Design (Analog Circuits and Signal Processing Book 5),Toru Tanzawa,3 out of 5,1 rating,Na,Na,Engineering,"ASIN : B00AKIF59S
Publisher : Springer; 2013th edition (November 28, 2012)
Publication date : November 28, 2012
Language : English
File size : 9121 KB
Text-to-Speech : Enabled
Screen Reader : Supported
Enhanced typesetting : Enabled
X-Ray : Not Enabled
Word Wise : Not Enabled
Sticky notes : On Kindle Scribe
Print length : 290 pages",Na,Na,Na,Part of: Analog Circuits and Signal Processing (124 books)
289,289,Adobe Photoshop and Lightroom Classic Classroom in a Book,Rafael Concepcion,4.4 out of 5,8 ratings,$46.20,Na,Graphics & Design,"Publisher : Adobe Press; 3rd edition (July 26, 2022)
Language : English
Paperback : 336 pages
ISBN-10 : 0137652933
ISBN-13 : 978-0137652938
Reading age : 1 year and up
Item Weight : 1.46 pounds
Dimensions : 7.38 x 0.69 x 9.25 inches",Na,Na,Na,Part of: Classroom in a Book (142 books)
290,290,Outlook For Dummies (For Dummies (Computer/Tech)),Faithe Wempen,4.2 out of 5,42 ratings,$24.49,Na,Software,"Publisher : For Dummies; 1st edition (December 17, 2021)
Language : English
Paperback : 400 pages
ISBN-10 : 1119829119
ISBN-13 : 978-1119829119
Item Weight : 1.15 pounds
Dimensions : 7.4 x 1 x 9.2 inches",,Na,Na,Na
291,291,Quantifying the User Experience: Practical Statistics for User Research,Jeff Sauro,4.5 out of 5,64 ratings,$45.39,Na,Computer Science,"Publisher : Morgan Kaufmann; 2nd edition (August 10, 2016)
Language : English
Paperback : 350 pages
ISBN-10 : 0128023082
ISBN-13 : 978-0128023082
Item Weight : 1.7 pounds
Dimensions : 7.5 x 0.84 x 9.25 inches",Na,Na,Na,Na
292,292,New Perspectives on HTML 5 and CSS: Comprehensive: Comprehensive (MindTap Course List),Patrick M. Carey,4.5 out of 5,85 ratings,$76.78,$27.93,Web Development & Design,"Publisher : Cengage Learning; 8th edition (January 1, 2020)
Language : English
Paperback : 936 pages
ISBN-10 : 0357107144
ISBN-13 : 978-0357107140
Reading age : 1 year and up
Item Weight : 4.65 pounds
Dimensions : 8.25 x 1.25 x 10.75 inches",,Na,Na,Na
293,293,"Exam Ref SC-900 Microsoft Security, Compliance, and Identity Fundamentals",Yuri Diogenes,4.6 out of 5,38 ratings,$33.13,Na,Certification,"Publisher : Microsoft Press; 1st edition (December 4, 2021)
Language : English
Paperback : 224 pages
ISBN-10 : 013756810X
ISBN-13 : 978-0137568109
Item Weight : 1.06 pounds
Dimensions : 7.35 x 1.05 x 9.05 inches",Na,Na,Na,Part of: Exam Ref (67 books)
294,294,Beyond the Basic Stuff with Python: Best Practices for Writing Clean Code,Al Sweigart,4.7 out of 5,267 ratings,$34.95,Na,Programming,"Publisher : No Starch Press (December 16, 2020)
Language : English
Paperback : 384 pages
ISBN-10 : 1593279663
ISBN-13 : 978-1593279660
Item Weight : 1.6 pounds
Dimensions : 7 x 0.94 x 9.25 inches",Na,Na,Na,Na
295,295,GIS Tutorial for ArcGIS Desktop 10.8,Wilpen L. Gorr,4.3 out of 5,51 ratings,$48.99,$24.50,Programming,"Publisher : Esri Press; Seventh edition (November 24, 2020)
Language : English
Paperback : 448 pages
ISBN-10 : 1589486145
ISBN-13 : 978-1589486140
Item Weight : 2.55 pounds
Dimensions : 8 x 1 x 10 inches",,Na,Na,Na
296,296,Cartography.,Kenneth Field,4.7 out of 5,128 ratings,$47.99,Na,Programming,"Publisher : Esri Press; 1st edition (June 28, 2018)
Language : English
Hardcover : 576 pages
ISBN-10 : 1589485025
ISBN-13 : 978-1589485020
Item Weight : 5 pounds
Dimensions : 9 x 2 x 11 inches",Na,Na,Na,Na
297,297,Fundamentals of Computer Graphics: International Student Edition,Steve Marschner,4.4 out of 5,11 ratings,$102.29,$15.37,Graphics & Design,"Publisher : A K Peters/CRC Press; 5th edition (September 30, 2021)
Language : English
Hardcover : 700 pages
ISBN-10 : 0367505037
ISBN-13 : 978-0367505035
Item Weight : 3.89 pounds
Dimensions : 8 x 1.25 x 9.75 inches",,Na,Na,Na
298,298,"Software Architecture Patterns for Serverless Systems: Architecting for innovation with events, autonomous services, and micro frontends",John Gilbert,4.7 out of 5,24 ratings,$45.00,Na,Computer Science,"Publisher : Packt Publishing (July 30, 2021)
Language : English
Paperback : 436 pages
ISBN-10 : 1800207034
ISBN-13 : 978-1800207035
Item Weight : 1.64 pounds
Dimensions : 7.5 x 0.99 x 9.25 inches",Na,Na,Na,Na
299,299,Digital Fundamentals,Thomas Floyd,4.5 out of 5,232 ratings,$202.66,$37.11,Programming,"ASIN : 0132737965
Publisher : Pearson; 11th edition (July 14, 2014)
Language : English
Hardcover : 912 pages
ISBN-10 : 9780132737968
ISBN-13 : 978-0132737968
Item Weight : 4.39 pounds
Dimensions : 8.8 x 1.6 x 11.1 inches",,Na,Na,Na
300,300,Directing the Story: Professional Storytelling and Storyboarding Techniques for Live Action and Animation,Francis Glebas,4.8 out of 5,428 ratings,$50.49,Na,Graphic Design,"Publisher : Focal Press; 1st edition (October 23, 2008)
Language : English
Paperback : 346 pages
ISBN-10 : 0240810767
ISBN-13 : 978-0240810768
Item Weight : 2.56 pounds
Dimensions : 8.4 x 10.8 x 0.8 inches",Na,Na,Na,Na
301,301,Grokking Simplicity: Taming complex software with functional thinking,Eric Normand,4.7 out of 5,78 ratings,$49.99,Na,Programming,"Publisher : Manning (May 18, 2021)
Language : English
Paperback : 550 pages
ISBN-10 : 1617296201
ISBN-13 : 978-1617296208
Item Weight : 2.25 pounds
Dimensions : 7.38 x 1.3 x 9.25 inches",Na,Na,Na,Na
302,302,"Linux Device Driver Development: Everything you need to start with device driver development for Linux kernel and embedded Linux, 2nd Edition",John Madieu,4.6 out of 5,11 ratings,$49.99,Na,Hardware & DIY,"Publisher : Packt Publishing; 2nd ed. edition (April 21, 2022)
Language : English
Paperback : 708 pages
ISBN-10 : 1803240067
ISBN-13 : 978-1803240060
Item Weight : 2.64 pounds
Dimensions : 7.5 x 1.6 x 9.25 inches",Na,Na,Na,Na
303,303,"Gregg College Keyboarding & Document Processing (GDP); Lessons 1-120, main text",Scot Ober,4.4 out of 5,199 ratings,$224.75,Na,Processes & Infrastructure,"Publisher : McGraw Hill; 11th edition (April 2, 2010)
Language : English
Spiral-bound : 608 pages
ISBN-10 : 0073372196
ISBN-13 : 978-0073372198
Item Weight : 3.24 pounds
Dimensions : 9.4 x 1.4 x 10.9 inches",,Na,Na,Na
